1.000000000000000000e+00 7.599999999999999334e-04 5.088935604691505743e-01 7.485649952056420142e-01 6.492531845163003190e-01 6.989913020700677659e-01 6.667183429707060904e-01 9.267890926899953197e-01 9.214923966432856384e-01 9.819542579388711445e-01 8.680443115237849172e-01
2.000000000000000000e+00 9.890738440717014579e-04 8.081371933221817017e-01 8.716480309032446083e-01 7.832063148423866750e-01 8.150336046522071998e-01 7.965555537242487993e-01 9.267461953505258254e-01 9.210891944149363075e-01 9.949970940216099624e-01 8.574018058112634622e-01
3.000000000000000000e+00 9.045088791534848689e-04 1.262914095719655405e+00 9.119311252021055081e-01 8.273754409838262047e-01 8.589288363330662701e-01 8.219031272254633258e-01 9.633842835714556685e-01 9.613970536918184928e-01 9.435124835274424360e-01 9.799727392500732215e-01
4.000000000000000000e+00 7.500009999999999229e-04 1.383163371483485005e+00 8.938820509889171539e-01 8.203685870496294497e-01 8.637099077593823893e-01 8.161573008524503070e-01 9.548240802172822672e-01 9.526802925817265955e-01 9.954906618864788337e-01 9.134001667515601053e-01
5.000000000000000000e+00 5.522660225769001350e-04 1.043639434774716657e+00 8.965456471883637146e-01 8.367710577027993590e-01 8.754603761190158373e-01 8.177346482020063645e-01 9.728052597798404477e-01 9.713216658312565643e-01 9.639812339201937474e-01 9.787747459599739352e-01
6.000000000000000000e+00 3.454941208465150959e-04 1.081215530832608573e+00 8.940615917110144029e-01 8.265533825639377330e-01 8.752297007080426239e-01 8.109870069264550896e-01 9.764487617389874252e-01 9.753654659958965745e-01 9.780950882062581231e-01 9.726510367906300303e-01
7.000000000000000000e+00 1.654380350817837616e-04 1.086083156267801941e+00 9.028051412043597290e-01 8.483083456904140229e-01 8.927892557472257851e-01 8.264704275678641521e-01 9.716690884007017637e-01 9.706820805890596926e-01 9.912497701210793988e-01 9.509505692602320259e-01
8.000000000000000000e+00 4.323109826961479656e-05 1.140493662556012477e+00 9.015515360298360648e-01 8.318366555931744344e-01 8.739974898770340728e-01 8.132944915188625723e-01 9.751636071707768805e-01 9.739753441632896802e-01 9.750544712015605242e-01 9.728986030999854373e-01
9.000000000000000000e+00 4.000000000000000249e-09 1.197208081483840836e+00 9.043457315030439814e-01 8.428327584001917838e-01 8.852830856260183179e-01 8.238640409014503785e-01 9.795713002439701000e-01 9.788659786402155172e-01 9.894272641120006595e-01 9.685277772244687000e-01
1.000000000000000000e+01 4.323109826961474235e-05 1.249174291292826311e+00 9.139591426073528924e-01 8.773509960248712103e-01 9.278027676237610155e-01 8.454196804046406610e-01 9.795555522941076232e-01 9.788489661747387105e-01 9.893984407248710422e-01 9.685220860449432756e-01
